Age,Workclass,Education_Num,Marital-status,Occupation,Relationship,Hours/week,Native_Country,Result,Sex_Race
53,2,9,2,0,5,40,38,1,4
49,3,10,2,3,0,50,38,1,9
19,2,10,4,9,3,32,38,0,9
31,2,13,5,11,3,40,38,0,2
29,4,13,2,11,0,70,38,1,9
23,2,10,4,6,1,40,38,0,9
79,2,10,2,9,2,20,38,0,9
40,2,12,2,0,0,40,38,0,9
18,2,7,4,7,3,22,38,0,4
31,1,4,2,4,0,40,38,0,9
18,2,9,4,11,1,30,38,0,9
52,2,13,2,7,0,40,4,0,9
46,2,9,2,7,5,40,38,0,4
44,2,9,0,2,1,40,38,1,4
53,2,9,0,11,3,35,38,0,4
49,1,9,2,10,0,40,38,1,9
33,2,14,2,9,0,50,38,0,9
30,2,5,4,11,1,40,38,0,9
57,2,11,2,9,0,40,38,0,9
37,2,10,0,2,4,40,38,0,4
28,2,10,0,6,4,25,38,0,2
34,1,13,2,10,0,40,38,1,9
29,1,10,4,5,1,50,38,0,9
48,4,16,2,9,0,60,38,1,9
37,2,10,2,11,0,48,38,1,9
48,2,12,0,3,4,40,8,0,4
32,0,9,4,7,3,40,38,0,7
44,2,13,2,3,0,60,38,1,9
47,4,14,4,9,1,50,38,0,4
20,2,10,4,12,3,40,38,0,4
29,2,9,4,2,1,40,38,0,9
32,3,9,2,2,0,40,38,1,9
30,2,7,4,5,3,40,38,0,9
31,1,9,4,0,1,40,38,0,4
42,2,9,2,5,0,40,38,0,9
24,2,13,4,11,2,40,38,0,9
38,2,15,2,9,0,40,38,1,9
56,4,9,2,7,0,50,1,1,9
36,2,9,4,6,3,40,38,0,4
53,2,5,2,5,0,50,38,0,9
56,3,10,2,11,0,50,38,0,9
49,1,11,2,2,0,40,38,1,7
55,2,10,2,11,0,56,38,0,9
22,2,9,4,2,1,41,38,0,9
21,2,10,4,7,3,40,38,0,4
40,2,13,2,3,0,60,38,0,9
30,2,13,4,3,3,40,10,0,7
29,5,13,2,9,0,50,38,1,9
19,2,10,4,7,3,35,38,0,7
47,2,13,2,3,5,40,38,1,4
20,2,10,4,0,3,28,38,0,4
31,2,12,2,0,0,40,38,1,9
39,2,10,0,2,1,40,38,0,9
28,2,12,4,11,1,60,38,0,4
24,2,9,4,7,1,40,38,0,4
37,2,13,2,11,0,50,38,0,9
46,2,12,0,12,1,36,38,0,2
38,0,14,2,9,0,40,19,1,9
43,4,9,2,2,0,60,38,0,9
27,2,11,2,0,5,35,38,0,4
20,2,10,4,11,3,20,38,0,9
49,2,10,2,2,0,40,38,1,6
61,3,9,2,2,0,40,38,0,9
27,2,10,4,11,3,40,38,0,4
19,2,10,4,7,3,30,25,0,9
45,2,11,4,9,1,40,38,1,4
70,2,10,4,12,2,40,38,0,9
31,2,9,4,13,4,30,38,0,2
22,2,10,2,7,0,24,38,0,9
36,2,9,6,7,4,24,38,0,4
64,2,7,2,2,0,40,38,0,9
47,1,10,0,0,4,38,25,0,4
34,2,9,4,0,1,40,38,0,4
33,2,13,4,3,2,40,29,0,1
21,2,9,4,2,3,35,38,0,9
48,2,9,2,2,0,46,38,0,9
23,2,13,4,5,1,40,38,0,9
71,4,10,5,11,4,2,38,0,7
29,2,9,0,2,1,60,38,0,9
42,2,13,5,7,2,50,38,0,7
25,2,9,4,7,4,40,38,0,4
44,3,14,0,3,4,40,38,0,1
28,2,9,4,3,1,40,8,0,1
45,4,14,2,11,0,40,38,1,9
36,2,10,0,7,4,40,25,0,4
39,0,12,4,3,1,42,38,0,9
46,5,14,6,10,4,40,38,0,9
18,2,7,4,5,3,16,38,0,9
66,1,11,6,9,1,20,38,0,4
27,2,9,4,7,1,40,38,0,9
28,5,9,2,10,0,40,38,0,9
51,2,10,2,11,0,40,38,1,9
27,2,13,4,2,1,50,38,0,9
28,5,13,2,9,0,40,38,1,9
27,2,9,3,11,4,25,38,0,4
21,2,9,4,2,3,40,38,0,7
34,2,9,4,5,1,40,38,0,7
18,2,9,4,7,3,12,38,0,9
33,2,13,2,9,0,65,38,0,9
44,1,10,2,3,0,38,38,1,7
43,2,10,0,0,1,40,38,0,4
40,2,4,2,6,0,40,25,1,9
37,0,10,2,0,0,42,38,1,9
41,4,13,0,3,1,40,38,0,4
58,5,16,2,9,0,1,38,1,9
38,2,10,0,6,1,28,38,0,2
24,2,10,2,6,0,40,38,0,9
41,1,13,2,2,0,40,38,0,7
41,0,13,2,12,0,24,38,0,9
23,2,3,2,13,2,40,25,0,9
36,2,10,0,2,1,40,38,0,9
40,0,14,4,3,1,55,38,1,4
35,2,14,2,9,2,40,38,1,9
24,4,9,4,11,1,40,38,0,9
26,2,14,4,9,1,40,38,0,4
51,2,13,2,3,0,50,38,1,9
42,1,10,4,9,1,40,38,0,4
37,5,9,0,0,4,35,38,0,4
18,2,7,4,11,3,40,38,0,4
36,2,13,2,7,0,36,38,1,7
35,2,9,0,2,1,60,38,0,9
58,3,9,2,11,5,35,38,1,4
17,2,7,4,11,3,12,38,0,4
44,1,9,2,13,0,40,38,0,7
37,2,9,2,2,0,40,38,1,9
35,2,10,4,11,1,40,38,0,0
60,2,9,2,2,0,40,38,0,6
54,3,4,2,6,0,40,38,1,9
37,2,13,4,3,1,60,38,1,7
50,2,12,0,11,1,40,38,0,4
38,2,13,2,11,0,50,30,0,9
45,2,13,2,9,0,55,38,0,9
25,2,6,4,2,1,40,38,0,9
31,2,10,2,5,0,40,38,0,9
90,2,9,4,7,1,40,38,0,7
54,2,9,2,0,0,20,38,0,7
53,1,1,4,6,1,35,38,0,4
18,2,9,4,11,3,40,38,0,4
66,4,9,2,4,0,50,38,0,9
35,2,7,5,13,1,40,38,0,7
41,2,9,0,11,4,38,38,0,2
25,2,10,4,0,1,42,38,0,9
33,2,10,0,2,2,40,38,0,3
28,2,15,4,9,1,55,38,1,9
59,5,9,2,7,0,40,38,0,9
40,5,10,4,0,1,38,38,0,4
41,2,13,2,3,0,50,19,1,9
38,1,14,2,3,0,70,38,1,9
23,2,9,4,13,3,40,38,0,9
40,2,13,2,9,0,40,38,1,9
41,4,9,2,7,5,20,38,0,4
24,5,12,2,10,0,50,38,0,9
38,2,10,0,2,1,40,38,0,9
58,2,9,2,0,0,45,38,1,9
32,2,9,4,7,1,34,38,0,4
40,2,12,2,12,0,60,38,1,9
41,2,15,2,9,5,40,38,1,4
42,2,13,2,0,5,40,38,0,2
59,1,6,6,7,4,30,38,0,2
58,2,10,4,13,1,20,38,0,9
42,4,9,2,4,0,40,0,1,6
20,2,9,4,7,3,40,38,0,4
32,2,9,5,7,1,30,38,0,4
45,2,11,6,3,1,45,38,0,4
50,2,4,0,2,1,40,38,0,9
36,2,13,0,9,3,40,38,0,4
45,2,9,2,11,0,60,38,0,9
17,2,7,4,7,3,12,38,0,9
59,2,10,2,11,0,40,38,0,9
26,2,7,2,2,0,40,38,0,9
37,3,10,2,3,0,75,36,1,6
64,2,9,2,3,0,40,38,1,9
33,2,9,2,2,5,40,38,1,4
61,2,9,2,3,0,40,38,1,9
17,2,5,4,7,3,24,38,0,9
50,4,14,2,4,0,98,38,0,9
27,1,14,4,9,3,35,38,0,9
43,2,9,2,5,0,40,38,0,7
44,2,10,2,2,0,40,38,1,9
35,2,10,4,3,1,40,38,0,4
25,2,10,4,12,3,40,38,0,4
24,2,10,2,6,5,48,38,1,4
22,2,13,4,9,1,15,10,0,4
42,1,10,2,2,0,40,38,1,9
34,2,12,0,11,4,45,38,0,2
60,2,13,0,9,1,42,38,0,4
21,2,9,4,5,3,40,38,0,9
57,0,14,2,11,0,40,38,1,9
41,2,15,2,9,0,60,38,1,9
50,2,10,0,7,1,45,38,0,9
25,2,13,4,3,1,40,38,0,4
50,2,4,2,2,0,40,6,0,9
36,2,13,2,9,0,45,38,0,9
31,2,9,0,9,1,40,38,0,4
29,1,13,4,10,1,56,38,0,9
21,2,10,4,11,3,45,38,0,9
27,2,13,4,12,4,40,38,0,2
65,2,9,2,13,0,16,38,0,9
37,3,13,0,11,1,60,38,0,4
24,2,9,4,2,3,40,38,0,9
38,2,9,0,11,1,80,38,0,9
48,2,13,2,0,0,40,38,1,9
21,2,10,4,7,1,25,38,0,1
31,2,9,2,13,0,45,38,1,9
55,2,9,2,11,0,40,38,1,9
24,2,10,2,0,5,40,24,0,1
26,2,12,4,12,1,45,38,0,9
46,2,12,4,9,1,33,38,0,4
35,2,12,2,0,0,40,38,1,9
41,3,10,2,4,0,54,38,1,9
26,2,13,4,11,1,40,38,0,9
34,2,14,2,3,0,35,35,1,6
36,4,13,0,9,1,40,38,1,2
22,2,10,4,11,3,15,38,0,9
24,2,10,4,6,1,40,38,0,9
22,2,3,2,6,2,40,25,0,4
29,2,10,4,12,1,40,38,0,4
62,2,9,6,7,1,24,38,0,4
39,4,9,2,3,0,40,38,0,9
43,2,10,2,2,0,50,38,0,9
35,2,9,0,13,1,45,38,0,9
29,2,7,4,3,1,40,38,0,4
76,4,14,2,2,0,10,38,0,9
63,4,9,2,4,0,45,38,0,9
43,2,10,2,9,5,50,38,1,4
58,4,9,2,5,0,40,38,0,9
41,2,10,4,2,1,45,38,0,7
47,2,11,4,7,1,40,38,0,9
55,1,6,2,0,0,40,38,0,9
53,2,9,2,13,0,40,38,0,9
17,2,3,4,7,2,48,25,0,9
30,2,9,4,2,2,40,38,0,9
49,2,14,4,9,1,60,38,0,9
19,2,9,4,11,4,30,13,0,7
45,2,9,2,7,0,40,38,0,7
26,2,12,4,11,1,40,38,0,9
38,2,11,2,2,0,40,38,1,9
36,5,9,2,10,0,40,38,1,9
33,2,9,4,4,1,20,38,0,9
22,5,10,4,10,3,40,38,0,2
43,4,13,4,11,1,42,38,0,9
56,2,12,3,7,1,25,19,0,9
31,2,13,4,9,3,25,38,0,9
26,2,9,2,7,0,40,38,0,9
33,2,13,2,3,0,40,38,1,9
46,1,7,2,13,0,30,38,0,9
38,0,9,2,0,0,40,38,1,9
65,2,7,6,7,4,40,38,0,8
40,2,11,2,12,0,40,38,1,9
42,2,9,2,0,5,35,38,0,4
26,4,5,2,2,0,40,31,0,9
36,2,6,2,7,5,24,38,0,4
62,2,14,2,9,0,40,38,1,9
43,2,13,2,13,0,45,38,0,9
43,2,13,0,3,1,45,38,1,9
22,2,9,3,11,1,55,38,0,9
28,2,9,2,2,0,40,38,0,9
56,4,10,2,11,0,45,38,0,9
22,2,12,4,11,1,15,38,0,4
57,2,13,0,3,1,45,38,1,4
39,2,9,0,11,4,40,38,0,4
26,0,10,4,0,4,15,38,0,4
17,2,7,4,7,3,10,38,0,9
40,5,11,2,6,0,38,38,1,9
45,2,9,2,6,0,40,38,0,7
44,2,9,4,2,1,40,38,0,7
20,1,10,4,0,3,10,38,0,4
33,2,9,2,2,5,40,38,0,4
23,2,10,4,11,1,40,38,0,9
38,2,9,2,11,0,50,38,0,9
54,2,9,0,13,1,40,38,0,9
46,2,3,0,2,1,45,38,0,4
25,2,10,2,2,0,40,38,0,9
46,2,10,0,11,1,40,38,0,4
36,1,10,2,13,5,40,38,0,4
23,2,9,4,7,1,25,38,0,4
29,2,9,5,6,1,40,38,0,9
44,2,10,2,0,5,6,38,1,4
19,2,10,4,0,3,16,38,0,4
19,2,9,4,7,2,40,38,0,4
35,2,9,2,7,5,40,38,1,4
27,2,13,4,2,1,50,38,0,9
46,4,12,5,2,1,40,38,0,9
44,2,10,2,12,0,40,38,0,9
45,2,10,0,5,4,40,38,0,4
25,2,13,2,3,0,55,38,1,9
52,3,13,2,3,0,50,38,1,9
20,2,10,4,5,3,40,38,0,9
28,2,10,4,7,1,40,38,0,4
50,5,13,2,10,0,40,38,1,9
28,2,4,2,5,0,40,32,0,8
41,2,14,2,3,0,65,38,1,9
28,2,9,2,0,0,40,38,0,9
46,4,9,2,2,0,25,38,0,9
32,2,10,2,3,0,50,38,0,9
41,1,10,0,7,1,24,38,0,2
24,2,9,4,5,4,40,38,0,2
33,2,10,0,3,4,40,38,0,4
31,5,10,2,6,0,40,38,0,9
35,2,8,0,2,1,50,38,1,9
52,2,2,2,6,0,40,25,0,9
30,2,7,4,7,3,19,38,0,4
34,1,7,5,6,1,40,38,0,7
34,5,9,0,13,4,40,38,0,4
17,2,7,4,5,3,18,38,0,9
32,5,13,2,3,5,40,38,1,4
29,2,9,0,4,1,40,38,0,9
33,2,6,4,2,4,35,38,0,4
25,2,9,2,13,0,60,38,0,9
36,0,14,4,9,1,40,38,0,9
23,2,9,4,5,1,72,5,0,9
63,3,9,2,3,0,40,38,1,9
40,4,13,3,9,1,40,38,0,4
30,2,12,2,7,5,25,38,1,4
33,2,14,2,9,0,50,38,1,9
34,1,9,4,4,1,60,38,0,7
23,2,10,2,0,0,40,38,0,9
42,1,10,2,0,5,40,38,0,4
29,2,13,4,9,1,40,38,0,9
45,2,9,0,0,1,28,38,0,4
24,0,9,4,1,3,40,38,0,9
44,2,10,2,9,0,40,38,1,9
27,2,5,4,2,2,40,25,0,9
20,2,10,4,11,1,35,38,0,9
44,2,9,6,3,4,40,38,0,2
51,2,9,2,2,0,40,38,0,5
20,2,9,2,6,0,40,38,0,9
19,2,9,4,6,3,40,38,0,2
45,3,10,2,2,0,55,38,1,9
60,2,9,2,2,0,40,38,1,9
44,4,9,2,11,5,40,38,1,4
40,2,11,2,6,0,40,38,1,6
30,2,9,2,3,5,40,38,0,4
38,2,10,2,13,0,50,38,0,7
23,2,9,2,13,0,60,38,0,9
44,2,12,4,4,3,40,38,0,9
54,1,9,2,13,0,40,38,0,7
32,2,13,2,9,0,50,38,0,9
50,2,2,3,2,4,40,38,0,9
24,2,13,4,12,1,20,38,0,4
37,2,9,2,0,5,60,38,0,4
52,2,9,0,13,4,40,38,0,9
38,2,10,2,13,0,40,38,0,9
49,2,14,2,3,0,45,38,1,9
30,2,13,2,12,5,16,38,1,4
35,2,9,4,2,1,40,38,0,9
30,2,9,4,13,1,60,38,0,9
67,2,11,0,7,1,24,38,0,4
46,2,13,4,2,1,40,38,0,4
17,2,5,4,7,1,6,38,0,9
22,2,10,4,5,3,30,38,0,9
27,2,6,4,7,1,40,38,0,9
23,2,9,4,7,4,35,38,0,4
33,2,12,2,2,0,45,31,0,9
43,4,10,2,2,0,20,38,0,9
28,5,13,4,9,1,20,38,0,9
41,2,9,3,2,4,40,38,0,4
25,2,10,3,0,3,20,38,0,2
59,1,9,2,13,0,45,38,0,9
45,1,13,0,9,4,40,38,0,4
38,2,13,2,11,0,60,38,1,9
40,2,9,4,7,1,35,38,0,4
46,0,9,0,0,1,40,38,0,9
35,2,12,4,3,1,60,38,0,4
34,2,9,0,9,4,25,38,0,4
33,2,13,4,2,3,20,38,0,9
41,2,9,0,0,4,36,38,0,4
20,2,10,4,6,3,40,38,0,9
23,2,3,4,7,3,40,7,0,9
26,2,10,4,9,1,35,38,0,4
23,1,9,4,4,1,40,30,0,9
62,1,9,2,13,0,40,38,0,9
52,2,10,2,0,0,40,38,0,9
58,2,10,0,7,4,42,9,0,4
25,2,13,4,11,1,40,38,0,4
19,2,10,4,10,3,8,38,0,9
43,2,10,2,3,0,40,38,0,9
47,1,9,5,0,4,40,38,0,2
39,2,9,0,7,4,40,38,0,4
49,2,11,3,5,4,42,38,0,9
32,2,11,4,2,1,45,38,0,9
34,2,10,2,9,0,50,38,1,9
28,2,9,0,2,1,45,38,0,9
34,2,13,2,9,0,50,38,1,9
38,3,13,2,3,0,80,38,1,9
50,2,9,2,3,0,50,38,1,9
24,1,10,0,5,1,50,38,0,7
37,1,10,2,12,0,45,38,1,9
44,2,10,0,6,4,58,38,1,9
28,2,10,2,11,5,40,38,0,4
42,2,13,2,3,0,40,38,1,9
74,2,10,0,0,1,9,38,0,4
38,4,9,2,2,0,50,38,0,9
44,4,14,2,9,0,40,38,0,9
44,2,7,0,6,4,46,32,0,3
26,2,9,4,6,1,40,38,0,9
36,2,9,2,7,0,40,38,0,7
41,2,12,2,3,5,50,38,1,4
67,2,15,2,9,0,48,38,1,9
39,1,8,2,12,0,50,38,0,9
57,2,2,6,8,1,30,38,0,2
29,2,11,5,2,1,40,38,0,9
31,3,13,4,4,1,45,38,0,4
44,2,10,2,13,0,40,38,0,9
29,2,16,4,9,3,40,38,0,9
30,2,10,4,5,4,40,38,0,4
27,2,9,4,13,1,40,38,0,9
27,2,10,2,11,0,50,38,0,9
32,2,9,4,5,1,45,38,0,4
58,2,6,2,7,5,8,38,0,4
35,1,10,2,10,0,40,38,0,9
21,2,9,4,5,3,36,38,0,9
28,2,10,4,2,4,40,38,0,9
46,4,10,0,3,1,50,38,0,9
36,4,9,5,7,4,40,38,0,4
72,2,7,6,0,4,40,38,0,4
35,2,9,2,6,5,40,38,0,2
33,0,11,0,2,4,40,38,1,2
69,2,7,4,6,1,40,38,0,4
35,2,9,2,6,0,40,38,0,9
34,2,9,2,12,5,32,38,0,4
30,2,7,2,7,0,40,25,0,9
28,2,13,4,13,1,55,38,0,9
54,2,13,2,11,0,35,38,1,9
47,2,10,2,9,0,50,38,1,9
52,4,13,2,9,0,60,38,1,9
20,2,9,4,5,3,48,38,0,5
43,3,14,2,3,0,45,38,0,9
45,2,4,5,7,4,40,25,0,4
29,4,9,5,2,1,35,38,0,9
47,2,14,0,3,4,42,38,0,9
24,2,9,4,2,3,40,38,0,9
51,2,9,2,9,0,40,38,0,9
17,2,7,4,11,3,12,38,0,9
37,2,11,2,2,0,40,38,1,9
27,2,16,4,9,1,70,38,0,4
29,2,13,2,3,5,40,38,1,9
36,4,12,0,11,4,35,38,0,4
58,1,13,4,9,1,40,38,0,4
26,4,10,2,2,0,45,38,0,9
57,2,9,2,11,0,40,38,1,9
59,2,9,2,2,0,40,38,0,9
27,2,9,2,6,0,40,38,0,9
31,4,13,4,12,1,40,38,0,9
21,2,10,4,11,3,24,38,0,4
29,2,10,4,0,1,60,38,0,9
18,2,7,4,7,3,40,38,0,9
52,2,6,2,2,0,47,38,1,9
57,3,13,0,9,1,80,38,0,9
60,2,4,4,13,1,48,38,1,9
31,2,13,2,9,0,40,1,1,9
23,2,13,4,0,3,40,38,0,4
27,2,9,4,11,3,40,38,0,9
42,4,15,2,9,0,50,38,1,9
25,2,10,4,12,1,40,38,0,9
49,2,13,4,9,1,45,38,0,4
32,2,13,4,12,1,40,38,0,9
19,2,10,4,0,3,28,38,0,9
60,2,4,0,7,1,40,38,0,4
42,1,5,2,7,0,40,38,0,9
48,2,9,4,0,4,37,38,0,2
51,2,14,2,2,0,40,38,1,9
29,2,9,4,2,1,40,38,0,5
36,1,9,5,3,1,40,38,0,7
17,2,6,4,7,3,21,38,0,4
52,2,14,0,9,1,60,38,0,4
24,2,9,4,2,1,40,38,0,9
26,1,13,4,9,3,40,38,0,9
27,2,13,4,7,3,20,38,0,4
39,2,9,4,5,3,60,38,0,9
30,2,9,2,13,0,45,38,0,7
50,4,9,2,3,0,32,38,0,9
52,3,13,2,11,0,55,38,0,9
46,2,15,2,9,0,45,38,1,9
23,2,13,4,11,3,20,38,0,4
45,2,7,6,7,1,20,38,0,2
65,2,5,6,8,4,24,38,0,2
29,2,11,2,13,0,55,38,0,9
47,2,5,3,5,4,40,7,0,9
30,2,9,4,4,3,60,38,0,7
38,4,9,2,11,0,64,38,0,9
33,2,10,2,3,0,40,38,1,9
49,2,13,2,11,0,26,38,1,9
47,4,10,4,7,4,40,38,0,2
49,1,6,5,7,4,40,38,0,2
43,2,10,2,2,0,60,38,1,9
30,2,13,2,0,5,40,38,1,2
58,4,9,2,2,0,60,38,0,9
19,2,9,4,7,3,14,38,0,4
21,2,13,4,5,1,40,38,0,9
47,3,3,2,13,0,50,4,0,9
52,4,16,2,9,0,60,38,1,9
21,2,10,4,5,3,40,38,0,9
36,2,10,2,11,0,50,38,1,9
31,2,10,2,2,0,45,38,0,9
50,3,16,5,9,1,40,38,1,9
31,1,9,0,0,4,40,38,0,4
30,5,13,2,12,0,40,38,1,9
20,2,10,4,7,3,20,38,0,9
24,2,9,4,3,2,50,38,0,9
35,2,16,2,9,0,40,35,1,6
38,5,10,5,3,1,45,38,0,4
27,2,9,4,6,3,32,38,0,4
29,5,10,4,0,4,40,29,0,1
44,2,4,2,2,0,35,38,0,9
43,2,9,2,6,0,40,38,1,9
44,4,8,2,5,0,40,38,1,7
35,2,14,4,11,1,60,38,0,9
27,2,10,4,9,1,40,38,0,9
43,1,14,4,9,1,38,38,0,9
27,5,10,2,13,0,40,38,0,9
42,2,9,2,2,0,40,38,1,7
24,2,5,4,6,1,40,38,0,9
48,0,10,0,3,1,40,38,0,9
17,4,7,4,4,3,10,38,0,9
33,2,13,2,3,0,40,38,1,9
50,3,9,2,11,0,50,38,1,9
22,2,9,4,11,3,40,38,0,4
17,2,8,4,7,3,16,38,0,9
32,2,10,2,0,0,40,25,0,9
31,2,9,4,2,1,45,38,0,9
58,4,9,6,3,1,50,38,0,9
29,1,9,4,10,3,48,38,0,9
37,2,11,2,2,0,40,31,1,9
34,4,9,2,2,0,40,38,1,9
23,1,10,5,3,4,40,38,0,7
18,5,7,4,0,3,5,38,0,4
34,2,9,0,3,1,40,38,0,4
41,2,14,4,3,1,35,5,0,9
26,2,9,4,7,2,30,38,0,9
54,1,10,2,4,0,40,38,0,9
24,2,10,4,6,3,45,38,0,2
42,2,10,2,9,0,50,38,0,9
23,5,13,4,12,1,20,38,0,4
35,2,14,4,9,1,60,38,1,9
31,2,14,2,12,0,40,38,1,9
30,2,13,4,9,3,40,30,0,4
19,2,9,4,11,3,20,38,0,4
36,1,13,4,9,1,50,38,0,9
31,2,13,6,11,4,40,4,0,4
21,2,10,4,5,3,30,38,0,9
46,2,16,0,9,4,65,38,1,4
44,2,13,0,3,3,50,38,1,4
40,2,8,2,7,0,40,22,0,7
45,2,10,4,11,1,40,38,0,7
60,2,9,2,2,0,35,38,0,9
18,2,7,4,7,2,25,38,0,9
28,2,13,2,9,0,40,38,0,9
36,2,10,0,0,4,40,38,0,2
40,2,11,2,12,0,40,38,0,9
36,1,13,0,0,4,35,15,0,4
31,2,9,5,7,4,40,38,0,2
33,2,9,2,6,0,40,38,0,9
22,2,10,4,11,3,15,38,0,4
34,2,13,2,3,0,45,38,1,9
33,2,9,4,7,1,40,38,0,9
41,2,9,2,2,0,60,38,0,9
29,2,13,4,9,1,40,38,0,9
50,1,9,2,3,0,42,38,1,9
42,2,13,2,3,0,45,38,1,9
44,2,9,2,11,5,40,38,0,4
20,2,10,4,7,1,20,38,0,4
23,2,10,4,7,1,24,38,0,4
55,2,10,0,0,1,40,38,0,1
26,2,11,2,0,0,45,38,0,9
25,2,11,4,7,3,15,38,0,4
35,2,10,2,2,0,40,38,0,9
36,2,10,4,11,1,36,38,0,2
43,5,13,2,9,0,50,38,0,9
56,2,9,6,7,4,20,38,0,2
42,2,13,2,12,0,40,38,1,9
19,2,10,4,7,2,25,38,0,4
55,4,9,2,13,0,72,38,0,9
42,2,14,4,3,1,50,38,1,4
26,2,11,4,12,3,40,38,0,9
17,2,8,4,5,3,20,38,0,9
42,1,13,2,9,5,40,38,1,4
55,2,9,2,13,0,40,38,1,9
32,2,10,4,0,3,40,38,0,2
29,2,7,4,2,3,40,13,0,7
46,5,13,2,9,0,37,38,0,9
29,5,13,2,3,0,40,38,1,9
22,2,13,4,9,4,20,38,0,9
58,4,6,2,2,0,40,38,0,9
23,2,9,4,13,4,50,38,0,9
39,2,9,4,5,1,40,38,0,9
27,2,11,4,2,3,38,38,0,9
54,2,9,2,13,0,40,38,1,9
33,1,13,4,9,1,45,38,0,4
46,0,9,2,0,5,40,38,1,4
37,2,9,4,4,1,40,38,0,7
36,2,9,4,7,1,18,38,0,4
59,1,9,2,0,5,38,38,1,4
34,1,9,0,10,4,40,31,0,9
53,3,16,2,3,0,70,38,1,9
51,2,13,4,11,1,55,38,1,9
31,5,10,3,7,2,40,38,0,9
22,2,10,2,11,5,30,10,0,4
32,2,9,4,6,1,40,38,0,9
26,2,10,4,4,1,38,38,0,4
37,2,3,5,4,1,32,12,0,9
31,2,9,0,2,4,55,38,0,9
37,2,11,2,12,5,24,38,1,4
55,2,9,4,11,1,38,38,0,9
23,1,11,0,12,1,56,38,0,9
36,2,10,0,0,4,40,38,0,4
43,2,13,2,11,0,50,38,1,9
54,2,10,4,12,1,40,38,0,9
40,2,11,2,3,0,50,38,1,9
41,4,10,2,3,0,60,38,0,9
40,2,13,4,11,1,55,38,1,3
42,2,10,0,0,1,38,38,0,2
61,4,9,2,4,0,50,38,0,9
18,2,8,4,6,3,30,38,0,9
48,2,11,2,12,0,50,38,1,9
41,3,13,2,12,0,40,38,0,9
23,2,9,4,11,1,40,38,0,4
60,2,9,2,13,0,60,38,1,9
22,2,10,4,7,2,20,38,0,7
61,2,9,2,6,0,40,38,0,9
25,2,9,4,6,1,40,38,0,7
46,2,14,4,12,1,35,38,1,9
43,2,13,2,3,0,40,8,1,9
43,2,12,0,2,1,40,38,0,9
24,2,9,4,7,3,30,38,0,7
68,4,7,4,4,4,20,38,0,9
31,2,9,0,0,4,38,38,0,4
17,2,7,4,11,3,20,38,0,4
32,2,9,2,2,0,48,38,1,9
33,2,13,2,9,0,47,38,1,9
64,2,13,2,9,0,40,38,1,9
20,2,9,4,13,3,30,38,0,9
30,2,9,5,7,3,36,38,0,4
43,2,10,0,3,1,45,38,0,9
22,2,10,4,0,3,40,38,0,9
17,2,6,4,4,3,20,38,0,9
47,4,9,2,7,5,75,21,0,4
56,2,10,2,2,0,50,38,1,9
64,2,9,2,13,0,45,38,0,9
